doc_id,company_key,company_name,person_key,name_clean,surname,given,role,year,snapshot_year,held_by,kinship,related_to,chamber,constituency,mandate_years,source_ref,annotation,region,country,sector,anchor_type,trigger,parse_note,member_raw,match_method,source_genre
empire-parlementaires-financ-1930-159982,indochinoiseelectricite,Société Indochinoise d'électricité,dior-m,Maurice Dior,Dior,Maurice,administrateur,1930,1930,relative,gendre,Lucien Dior,Chamber of Deputies,Manche,1906-1932,Parlementaires et financiers,Société indochinoise d’électricité,Empire (transversal),,Documents généraux (par ordre chronologique),roster_entry,roster,initials_or_forename,Maurice Dior,prefix_exact_length,roster
empire-parlementaires-financ-1930-159982,meunierelevantdamasjaffa,"Société Meunière du Levant, Damas, Jaffa",donon-m,Marcel Donon,Donon,Marcel,administrateur,1930,1930,self,,,Senate,Loiret,1920-1941,Parlementaires et financiers,Société meunière du Levant,Empire (transversal),,Documents généraux (par ordre chronologique),roster_entry,roster,initials_or_forename,Marcel Donon,prefix,roster
empire-parlementaires-financ-1930-159982,creditcentraldeveloppementminoterieindustriecommerce,"Crédit central pour le développement de la minoterie, de l'industrie et du commerce",donon-m,Marcel Donon,Donon,Marcel,administrateur,1930,1930,self,,,Senate,Loiret,1920-1941,Parlementaires et financiers,Crédit central pour le développement de la minoterie,Empire (transversal),,Documents généraux (par ordre chronologique),roster_entry,roster,initials_or_forename,Marcel Donon,prefix,roster
empire-parlementaires-financ-1930-159982,industrielleforestiereindochine,Société industrielle et forestière de l'Indochine,arnould-p,Pierre Arnould,Arnould,Pierre,vice_president,1930,1930,relative,beau-frère,Louis Duval-Arnould,Chamber of Deputies,Seine,1919-1936,Parlementaires et financiers,Société industrielle et forestière de l'Indochine,Empire (transversal),,Documents généraux (par ordre chronologique),roster_entry,roster,initials_or_forename,Pierre Arnould,prefix_exact_length,roster
empire-parlementaires-financ-1930-159982,banquestrasbourg,Banque de Strasbourg,eccard-f,François Eccard,Eccard,François,president,1930,1930,self,,,Senate,Bas-Rhin,,Parlementaires et financiers,Banque de Strasbourg,Empire (transversal),,Documents généraux (par ordre chronologique),roster_entry,roster,initials_or_forename,François Eccard,prefix,roster
empire-parlementaires-financ-1930-159982,forgesstrasbourg,Forges de Strasbourg,eccard-f,François Eccard,Eccard,François,administrateur,1930,1930,self,,,Senate,Bas-Rhin,,Parlementaires et financiers,Forges de Strasbourg,Empire (transversal),,Documents généraux (par ordre chronologique),roster_entry,roster,initials_or_forename,François Eccard,prefix,roster
empire-parlementaires-financ-1930-159982,francotunisienneentreprisestravauxmetalliques,Société Franco-Tunisienne d’Entreprises et de travaux métalliques,elby-j,Jules Elby,Elby,Jules,administrateur,1930,1930,self,,,Senate,Pas-de-Calais,1923-1933,Parlementaires et financiers,Travaux métalliques,Empire (transversal),,Documents généraux (par ordre chronologique),roster_entry,roster,initials_or_forename,Jules Elby,prefix,roster
empire-parlementaires-financ-1930-159982,africaineimportationcharbonsbriquettesnordpascalais,Société Africaine d’Importation de charbons et briquettes du Nord et du Pas-de-Calais,elby-j,Jules Elby,Elby,Jules,administrateur,1930,1930,self,,,Senate,Pas-de-Calais,1923-1933,Parlementaires et financiers,Société africaine d'importation de charbons et briquettes du Nord et du Pas-de-Calais,Empire (transversal),,Documents généraux (par ordre chronologique),roster_entry,roster,initials_or_forename,Jules Elby,prefix,roster
empire-parlementaires-financ-1930-159982,miniereterresrougesauduntichemoselle,"Minière des Terres rouges (à Audun-le-Tiche, Moselle)",farjon-r,Roger Farjon,Farjon,Roger,administrateur,1930,1930,self,,,Senate,Pas-de-Calais,1920-1942,Parlementaires et financiers,Société minière des Terres Rouges,Empire (transversal),,Documents généraux (par ordre chronologique),roster_entry,roster,initials_or_forename,Roger Farjon,prefix,roster
empire-parlementaires-financ-1930-159982,banqueunionmarocaine,Banque de l'union marocaine,fels-a,André Fels,Fels,André,administrateur,1930,1930,self,,,Chamber of Deputies,Seine-et-Oise,1928-1932,Parlementaires et financiers,Banque de l'union marocaine,Empire (transversal),,Documents généraux (par ordre chronologique),roster_entry,roster,initials_or_forename,André Fels,prefix,roster
empire-parlementaires-financ-1930-159982,eauxmineralesvittel,Eaux minérales de Vittel,flayelle-m,Maurice Flayelle,Flayelle,Maurice,administrateur,1930,1930,self,,,Chamber of Deputies,,1904-1926,Parlementaires et financiers,Eaux minérales de Vittel,Empire (transversal),,Documents généraux (par ordre chronologique),roster_entry,roster,initials_or_forename,Maurice Flayelle,prefix,roster
empire-parlementaires-financ-1930-159982,hispanosuiza,Hispano-Suiza,forgeot-p,Pierre Forgeot,Forgeot,Pierre,administrateur,1930,1930,self,,,Chamber of Deputies,Marne,"1914-1924, 1928-1936",Parlementaires et financiers,Société française Hispano-Suiza,Empire (transversal),,Documents généraux (par ordre chronologique),roster_entry,roster,initials_or_forename,Pierre Forgeot,prefix,roster
empire-parlementaires-financ-1930-159982,urbaineseineaccidents,L’Urbaine et La Seine-accidents,fournier-sarloveze-r,Robert Fournier-Sarlovèze,Fournier-Sarlovèze,Robert,administrateur,1930,1930,self,,,Chamber of Deputies,Oise,"1910-1914, 1919-1932",Parlementaires et financiers,L'Urbaine et la Seine,Empire (transversal),,Documents généraux (par ordre chronologique),roster_entry,roster,initials_or_forename,Robert Fournier-Sarlovèze,prefix,roster
empire-parlementaires-financ-1930-159982,urbainevie,L’Urbaine-Vie,fournier-sarloveze-r,Robert Fournier-Sarlovèze,Fournier-Sarlovèze,Robert,administrateur,1930,1930,self,,,Chamber of Deputies,Oise,"1910-1914, 1919-1932",Parlementaires et financiers,Urbaine-Vie,Empire (transversal),,Documents généraux (par ordre chronologique),roster_entry,roster,initials_or_forename,Robert Fournier-Sarlovèze,prefix,roster
empire-parlementaires-financ-1930-159982,urbaineincendie,L’Urbaine-Incendie,fournier-sarloveze-r,Robert Fournier-Sarlovèze,Fournier-Sarlovèze,Robert,administrateur,1930,1930,self,,,Chamber of Deputies,Oise,"1910-1914, 1919-1932",Parlementaires et financiers,Urbaine-Incendie,Empire (transversal),,Documents généraux (par ordre chronologique),roster_entry,roster,initials_or_forename,Robert Fournier-Sarlovèze,prefix,roster
empire-parlementaires-financ-1930-159982,urbainecapitalisation,L’Urbaine-Capitalisation (ex-Nord-Capitalisation),fournier-sarloveze-r,Robert Fournier-Sarlovèze,Fournier-Sarlovèze,Robert,administrateur,1930,1930,self,,,Chamber of Deputies,Oise,"1910-1914, 1919-1932",Parlementaires et financiers,Urbaine- Capitalisation,Empire (transversal),,Documents généraux (par ordre chronologique),roster_entry,roster,initials_or_forename,Robert Fournier-Sarlovèze,prefix,roster
empire-parlementaires-financ-1930-159982,pyreneenneenergieelectrique,Société Pyrénéenne d'Énergie électrique,fournier-sarloveze-r,Robert Fournier-Sarlovèze,Fournier-Sarlovèze,Robert,administrateur,1930,1930,self,,,Chamber of Deputies,Oise,"1910-1914, 1919-1932",Parlementaires et financiers,Société pyrénéenne d'énergie électrique,Empire (transversal),,Documents généraux (par ordre chronologique),roster_entry,roster,initials_or_forename,Robert Fournier-Sarlovèze,prefix,roster
empire-parlementaires-financ-1930-159982,pontmousson,Pont-à-Mousson,francois-poncet-a,André François-Poncet,François-Poncet,André,administrateur,1930,1930,self,,,Chamber of Deputies,Seine,1924-1932,Parlementaires et financiers,Pont-à-Mousson,Empire (transversal),,Documents généraux (par ordre chronologique),roster_entry,roster,initials_or_forename,André François-Poncet,prefix_exact_length,roster
empire-parlementaires-financ-1930-159982,mutuellefrancecolonies,La Mutuelle de France et des Colonies,franklin-bouillon-h,Henry Franklin-Bouillon,Franklin-Bouillon,Henry,administrateur,1930,1930,self,,,Chamber of Deputies,Seine-et-Oise,"1910-1919, 1923-1936",Parlementaires et financiers,La Mutuelle de France et des Colonies,Empire (transversal),,Documents généraux (par ordre chronologique),roster_entry,roster,initials_or_forename,Henry Franklin-Bouillon,prefix_exact_length,roster
empire-parlementaires-financ-1930-159982,syndicatprofessionnelentrepreneurstravauxpublics,Syndicat professionnel des entrepreneurs de travaux publics,gianotti-a,Antonin Gianotti,Gianotti,Antonin,administrateur,1930,1930,self,,,Chamber of Deputies,Alpes-Maritimes,1928-1932,Parlementaires et financiers,Syndicat professionnel des entrepreneurs de travaux publics,Empire (transversal),,Documents généraux (par ordre chronologique),roster_entry,roster,initials_or_forename,Antonin Gianotti,prefix,roster
empire-parlementaires-financ-1930-159982,miniereconcessionsprassoabyssinie,Société Minière des concessions Prasso en Abyssinie,gianotti-a,Antonin Gianotti,Gianotti,Antonin,administrateur,1930,1930,self,,,Chamber of Deputies,Alpes-Maritimes,1928-1932,Parlementaires et financiers,Minière des Concessions Prasso en Abyssinie,Empire (transversal),,Documents généraux (par ordre chronologique),roster_entry,roster,initials_or_forename,Antonin Gianotti,prefix,roster
empire-parlementaires-financ-1930-159982,banquenationalecommerceexterieur,Banque nationale française du commerce extérieur,gourdeau-g,Gaston Gourdeau,Gourdeau,Gaston,administrateur,1930,1930,self,,,Chamber of Deputies,Sarthe,1928-1936,Parlementaires et financiers,Banque nationale française du commerce extérieur,Empire (transversal),,Documents généraux (par ordre chronologique),roster_entry,roster,initials_or_forename,Gaston Gourdeau,prefix,roster
empire-parlementaires-financ-1930-159982,parisiennechauffageurbaincpcu,Compagnie parisienne de chauffage urbain (CPCU),gourdeau-g,Gaston Gourdeau,Gourdeau,Gaston,administrateur,1930,1930,self,,,Chamber of Deputies,Sarthe,1928-1936,Parlementaires et financiers,Compagnie générale française de chauffage urbain,Empire (transversal),,Documents généraux (par ordre chronologique),roster_entry,roster,initials_or_forename,Gaston Gourdeau,prefix,roster
empire-parlementaires-financ-1930-159982,banqueauxiliairecoloniale,Banque auxiliaire coloniale,graeve-e,Eugène Graeve,Graeve,Eugène,administrateur,1930,1930,self,,,Chamber of Deputies,Guadeloupe,1928-1936,Parlementaires et financiers,Banque auxiliaire coloniale,Empire (transversal),,Documents généraux (par ordre chronologique),roster_entry,roster,initials_or_forename,Eugène Graeve,prefix,roster
empire-parlementaires-financ-1930-159982,grandsreseauxelectriques,Société des Grands Réseaux électriques,grinda-e,Édouard Grinda,Grinda,Édouard,administrateur,1930,1930,self,,,Chamber of Deputies,Alpes-Maritimes,1919-1932,Parlementaires et financiers,Grands Réseaux électriques,Empire (transversal),,Documents généraux (par ordre chronologique),roster_entry,roster,initials_or_forename,Édouard Grinda,prefix,roster
empire-parlementaires-financ-1930-159982,cargos,Cargos français,hauet-a,Albert Hauet,Hauet,Albert,administrateur,1930,1930,self,,,Chamber of Deputies,Aisne,1906-1941,Parlementaires et financiers,Les Cargos français,Empire (transversal),,Documents généraux (par ordre chronologique),roster_entry,roster,initials_or_forename,Albert Hauet,exact_single_token,roster
empire-parlementaires-financ-1930-159982,abeillevie,Abeille-Vie,haut-de-sigy-p,Pierre Haut de Sigy,Haut de Sigy,Pierre,administrateur,1930,1930,self,,,Chamber of Deputies,Jura,1928-1932,Parlementaires et financiers,Abeille-Vie,Empire (transversal),,Documents généraux (par ordre chronologique),roster_entry,roster,initials_or_forename,Pierre Haut de Sigy,prefix,roster
empire-parlementaires-financ-1930-159982,electriquelilleroubaixtourcoing,L’Électrique Lille-Roubaix-Tourcoing,hayez-p,Paul Hayez,Hayez,Paul,administrateur,1930,1930,self,,,Chamber of Deputies,,1893-1898,Parlementaires et financiers,L'Electrique Lille-Roubaix-Tourcoing,Empire (transversal),,Documents généraux (par ordre chronologique),roster_entry,roster,initials_or_forename,Paul Hayez,prefix,roster
empire-parlementaires-financ-1930-159982,agricoleoranaise,Compagnie Agricole Oranaise,hervey-m,Maurice Hervey,Hervey,Maurice,president,1930,1930,self,,,Senate,Eure,1912-1936,Parlementaires et financiers,Compagnie agricole oranaise,Empire (transversal),,Documents généraux (par ordre chronologique),roster_entry,roster,initials_or_forename,Maurice Hervey,prefix_exact_length,roster
empire-parlementaires-financ-1930-159982,unionconsommateursproduitsmetallurgiquesindustrielsucpmihagondange,"Union des consommateurs de produits métallurgiques et industriels (UCPMI), Hagondange",japy-g,Gaston Japy,Japy,Gaston,administrateur,1930,1930,self,,,Senate,Doubs,,Parlementaires et financiers,"Union des consommateurs de produits métallurgiques et industriels [UCPMI, Hagondange]",Empire (transversal),,Documents généraux (par ordre chronologique),roster_entry,roster,initials_or_forename,Gaston Japy,prefix,roster
empire-parlementaires-financ-1930-159982,unionespagnolefabriquesengraisproduitschimiquessuperphosphates,"Union espagnole de fabriques d'engrais, de produits chimiques et de superphosphates",jenouvrier-l,Léon Jenouvrier,Jenouvrier,Léon,administrateur,1930,1930,self,,,Senate,IIle-et-Vilaine,1907-1932,Parlementaires et financiers,Union espagnole de fabriques d'engrais et de produits chimiques,Empire (transversal),,Documents généraux (par ordre chronologique),roster_entry,roster,initials_or_forename,Léon Jenouvrier,prefix,roster
empire-parlementaires-financ-1930-159982,unionespagnolefabriquesengraisproduitschimiquessuperphosphates,"Union espagnole de fabriques d'engrais, de produits chimiques et de superphosphates",jenouvrier-l,Léon Jenouvrier,Jenouvrier,Léon,administrateur,1930,1930,self,,,Senate,IIle-et-Vilaine,1907-1932,Parlementaires et financiers,"Union française de [fabriques d'engrais, de produits chimiques et de] superphosphates",Empire (transversal),,Documents généraux (par ordre chronologique),roster_entry,roster,initials_or_forename,Léon Jenouvrier,prefix,roster
empire-parlementaires-financ-1930-159982,metropole,Métropole,join-lambert-a,André Join-Lambert,Join-Lambert,André,administrateur,1930,1930,self,,,Chamber of Deputies,Eure,1919-1936,Parlementaires et financiers,La Métropole,Empire (transversal),,Documents généraux (par ordre chronologique),roster_entry,roster,initials_or_forename,André Join-Lambert,exact_single_token,roster
empire-parlementaires-financ-1930-159982,auxiliairenavigation,Cie Auxiliaire de navigation,join-lambert-f,Francis Join-Lambert,Join-Lambert,Francis,administrateur_delegue,1930,1930,relative,frère,André Join-Lambert,Chamber of Deputies,Eure,1919-1936,Parlementaires et financiers,Compagnie auxiliaire de navigation,Empire (transversal),,Documents généraux (par ordre chronologique),roster_entry,roster,initials_or_forename,Francis Join-Lambert,prefix,roster
empire-parlementaires-financ-1930-159982,chauxcimentsportlandhautrhinaltkirch,Chaux et ciments portland du Haut-Rhin (Altkirch),jourdain-p,Paul Jourdain,Jourdain,Paul,administrateur,1930,1930,self,,,Senate,Haut-Rhin,,Parlementaires et financiers,Chaux et ciments d'Altkirch,Empire (transversal),,Documents généraux (par ordre chronologique),roster_entry,roster,initials_or_forename,Paul Jourdain,prefix,roster
empire-parlementaires-financ-1930-159982,chauxcimentsportlandhautrhinaltkirch,Chaux et ciments portland du Haut-Rhin (Altkirch),jourdain-p,Paul Jourdain,Jourdain,Paul,administrateur,1930,1930,self,,,Senate,Haut-Rhin,,Parlementaires et financiers,Chaux et ciments Portland du Haut-Rhin,Empire (transversal),,Documents généraux (par ordre chronologique),roster_entry,roster,initials_or_forename,Paul Jourdain,prefix,roster
empire-parlementaires-financ-1930-159982,comptoircentralvoiesferrees,Comptoir central des voies ferrées…],jourdain-p,Paul Jourdain,Jourdain,Paul,administrateur,1930,1930,self,,,Senate,Haut-Rhin,,Parlementaires et financiers,Comptoir central des voies ferrées,Empire (transversal),,Documents généraux (par ordre chronologique),roster_entry,roster,initials_or_forename,Paul Jourdain,prefix,roster
empire-parlementaires-financ-1930-159982,banqueliban,Banque du Liban,lautier-e,Eugène Lautier,Lautier,Eugène,administrateur,1930,1930,self,,,Chamber of Deputies,Guyane,1924-1932,Parlementaires et financiers,Banque du Liban,Empire (transversal),,Documents généraux (par ordre chronologique),roster_entry,roster,initials_or_forename,Eugène Lautier,prefix_exact_length,roster
empire-parlementaires-financ-1930-159982,mutuellefrancecolonies,La Mutuelle de France et des Colonies,lautier-e,Eugène Lautier,Lautier,Eugène,administrateur,1930,1930,self,,,Chamber of Deputies,Guyane,1924-1932,Parlementaires et financiers,La Mutuelle de France et des colonies,Empire (transversal),,Documents généraux (par ordre chronologique),roster_entry,roster,initials_or_forename,Eugène Lautier,prefix_exact_length,roster
empire-parlementaires-financ-1930-159982,mutuellefrancecolonies,La Mutuelle de France et des Colonies,lautier-e,Eugène Lautier,Lautier,Eugène,administrateur,1930,1930,self,,,Chamber of Deputies,Guyane,1924-1932,Parlementaires et financiers,La Mutuelle de France et des colonies,Empire (transversal),,Documents généraux (par ordre chronologique),roster_entry,roster,initials_or_forename,Eugène Lautier,prefix_exact_length,roster
empire-parlementaires-financ-1930-159982,cooperativemeunieremarocaine,Coopérative meunière marocaine,lautier-e,Eugène Lautier,Lautier,Eugène,administrateur,1930,1930,self,,,Chamber of Deputies,Guyane,1924-1932,Parlementaires et financiers,Société meunière marocaine,Empire (transversal),,Documents généraux (par ordre chronologique),roster_entry,roster,initials_or_forename,Eugène Lautier,prefix,roster
empire-parlementaires-financ-1930-159982,phuquoc,Phu-Quoc,leblanc-e,Edmond Leblanc,Leblanc,Edmond,administrateur,1930,1930,self,,,Chamber of Deputies,,1906-1910,Parlementaires et financiers,Société du Phu-Quoc,Empire (transversal),,Documents généraux (par ordre chronologique),roster_entry,roster,initials_or_forename,Edmond Leblanc,prefix_exact_length,roster
empire-parlementaires-financ-1930-159982,charbonnagesbeeringen,Charbonnages de Beeringen,lebrun-a,Albert Lebrun,Lebrun,Albert,administrateur,1930,1930,self,,,Chamber of Deputies,,1900-1920,Parlementaires et financiers,Charbonnages de Beeringen,Empire (transversal),,Documents généraux (par ordre chronologique),roster_entry,roster,initials_or_forename,Albert Lebrun,prefix,roster
empire-parlementaires-financ-1930-159982,france,France,lebrun-a,Albert Lebrun,Lebrun,Albert,administrateur,1930,1930,self,,,Chamber of Deputies,,1900-1920,Parlementaires et financiers,La France,Empire (transversal),,Documents généraux (par ordre chronologique),roster_entry,roster,initials_or_forename,Albert Lebrun,exact_single_token,roster
empire-parlementaires-financ-1930-159982,france,France,lebrun-a,Albert Lebrun,Lebrun,Albert,administrateur,1930,1930,self,,,Chamber of Deputies,,1900-1920,Parlementaires et financiers,La France,Empire (transversal),,Documents généraux (par ordre chronologique),roster_entry,roster,initials_or_forename,Albert Lebrun,exact_single_token,roster
empire-parlementaires-financ-1930-159982,france,France,lebrun-a,Albert Lebrun,Lebrun,Albert,administrateur,1930,1930,self,,,Chamber of Deputies,,1900-1920,Parlementaires et financiers,La France,Empire (transversal),,Documents généraux (par ordre chronologique),roster_entry,roster,initials_or_forename,Albert Lebrun,exact_single_token,roster
empire-parlementaires-financ-1930-159982,entrepotsfrigorifiqueshallesparis,Entrepôts frigorifiques des halles de Paris,lebrun-a,Albert Lebrun,Lebrun,Albert,administrateur,1930,1930,self,,,Chamber of Deputies,,1900-1920,Parlementaires et financiers,Entrepôts frigorifiques des halles de Paris,Empire (transversal),,Documents généraux (par ordre chronologique),roster_entry,roster,initials_or_forename,Albert Lebrun,prefix,roster
empire-parlementaires-financ-1930-159982,hautsfourneauxchiers,Hauts Fourneaux de la Chiers,lesache-v,Victor Lesaché,Lesaché,Victor,administrateur,1930,1930,self,,,Senate,Aube,,Parlementaires et financiers,Hauts Fourneaux de la Chiers,Empire (transversal),,Documents généraux (par ordre chronologique),roster_entry,roster,initials_or_forename,Victor Lesaché,prefix,roster
empire-parlementaires-financ-1930-159982,pechiney,Péchiney,mahieu-a,Albert Mahieu,Mahieu,Albert,administrateur,1930,1930,self,,,Senate,Nord,1924-1940,Parlementaires et financiers,Péchiney,Empire (transversal),,Documents généraux (par ordre chronologique),roster_entry,roster,initials_or_forename,Albert Mahieu,exact_single_token,roster
empire-parlementaires-financ-1930-159982,electriquelilleroubaixtourcoing,L’Électrique Lille-Roubaix-Tourcoing,manaut-r,René-Victor Manaut,Manaut,René-Victor,administrateur,1930,1930,self,,,Chamber of Deputies,Pyrénées-Orientales,"1919-1924, 1928-1932",Parlementaires et financiers,Électrique Lille-Roubaix- Tourcoing,Empire (transversal),,Documents généraux (par ordre chronologique),roster_entry,roster,initials_or_forename,René-Victor Manaut,prefix,roster
empire-parlementaires-financ-1930-159982,creditfoncierfrance,Crédit foncier de France,marraud-p,Pierre Marraud,Marraud,Pierre,administrateur,1930,1930,self,,,Senate,Lot-et-Garonne,1920-1933,Parlementaires et financiers,Crédit foncier de France,Empire (transversal),,Documents généraux (par ordre chronologique),roster_entry,roster,initials_or_forename,Pierre Marraud,prefix_exact_length,roster
empire-parlementaires-financ-1930-159982,colonies,Compagnie Générale des colonies,messimy-a,Adolphe-Marie Messimy,Messimy,Adolphe-Marie,administrateur,1930,1930,self,,,Senate,Ain,1923-1935,Parlementaires et financiers,Compagnie générale des colonies,Empire (transversal),,Documents généraux (par ordre chronologique),roster_entry,roster,initials_or_forename,Adolphe-Marie Messimy,exact_single_token,roster
empire-parlementaires-financ-1930-159982,forestiereafrique,Compagnie Forestière de l'Afrique française,messimy-a,Adolphe-Marie Messimy,Messimy,Adolphe-Marie,administrateur,1930,1930,self,,,Senate,Ain,1923-1935,Parlementaires et financiers,Compagnie forestière de l'Afrique française,Empire (transversal),,Documents généraux (par ordre chronologique),roster_entry,roster,initials_or_forename,Adolphe-Marie Messimy,prefix_exact_length,roster
empire-parlementaires-financ-1930-159982,scieriesafricaines,Compagnie des Scieries africaines,messimy-a,Adolphe-Marie Messimy,Messimy,Adolphe-Marie,administrateur,1930,1930,self,,,Senate,Ain,1923-1935,Parlementaires et financiers,Compagnie des scieries africaines,Empire (transversal),,Documents généraux (par ordre chronologique),roster_entry,roster,initials_or_forename,Adolphe-Marie Messimy,prefix,roster
empire-parlementaires-financ-1930-159982,silicocalcaireafricaine,La Silico-Calcaire africaine,messimy-a,Adolphe-Marie Messimy,Messimy,Adolphe-Marie,administrateur,1930,1930,self,,,Senate,Ain,1923-1935,Parlementaires et financiers,la Silico-Calcaire africaine,Empire (transversal),,Documents généraux (par ordre chronologique),roster_entry,roster,initials_or_forename,Adolphe-Marie Messimy,prefix,roster
empire-parlementaires-financ-1930-159982,usinesacieriessambremeuse,Usines et aciéries de Sambre-et-Meuse,messimy-a,Adolphe-Marie Messimy,Messimy,Adolphe-Marie,administrateur,1930,1930,self,,,Senate,Ain,1923-1935,Parlementaires et financiers,Aciéries de Sambre-et-Meuse,Empire (transversal),,Documents généraux (par ordre chronologique),roster_entry,roster,initials_or_forename,Adolphe-Marie Messimy,prefix,roster
empire-parlementaires-financ-1930-159982,centralecheminsferentreprisesocscf,Centrale des chemins de fer et d’entreprise (Soc.)(SCF),michaut-h,Henri Michaut,Michaut,Henri,administrateur,1930,1930,self,,,Senate,Meurthe-et-Moselle,1920-1933,Parlementaires et financiers,Compagnie centrale de chemins de fer,Empire (transversal),,Documents généraux (par ordre chronologique),roster_entry,roster,initials_or_forename,Henri Michaut,prefix,roster
empire-parlementaires-financ-1930-159982,forgeschatilloncommentryneuvesmaisons,Forges de Châtillon-Commentry et Neuves-Maisons,michaut-h,Henri Michaut,Michaut,Henri,administrateur,1930,1930,self,,,Senate,Meurthe-et-Moselle,1920-1933,Parlementaires et financiers,Forges de Châtillon- Commentry,Empire (transversal),,Documents généraux (par ordre chronologique),roster_entry,roster,initials_or_forename,Henri Michaut,prefix,roster
empire-parlementaires-financ-1930-159982,banquerhin,Banque du Rhin,michel-l,Louis Michel,Michel,Louis,administrateur,1930,1930,self,,,Senate,Meurthe-et-Moselle,1920-1936,Parlementaires et financiers,Banque du Rhin,Empire (transversal),,Documents généraux (par ordre chronologique),roster_entry,roster,initials_or_forename,Louis Michel,prefix,roster
empire-parlementaires-financ-1930-159982,banqueprivee,Banque privée,michel-l,Louis Michel,Michel,Louis,administrateur,1930,1930,self,,,Senate,Meurthe-et-Moselle,1920-1936,Parlementaires et financiers,Banque privée,Empire (transversal),,Documents généraux (par ordre chronologique),roster_entry,roster,initials_or_forename,Louis Michel,prefix_exact_length,roster
empire-parlementaires-financ-1930-159982,banquerenauld,de la Banque Renauld,michel-l,Louis Michel,Michel,Louis,administrateur,1930,1930,self,,,Senate,Meurthe-et-Moselle,1920-1936,Parlementaires et financiers,Banque Renauld,Empire (transversal),,Documents généraux (par ordre chronologique),roster_entry,roster,initials_or_forename,Louis Michel,prefix_exact_length,roster
empire-parlementaires-financ-1930-159982,usineschauxhydrauliquexeuilly,Usines de chaux hydraulique de Xeuilly,michel-l,Louis Michel,Michel,Louis,administrateur,1930,1930,self,,,Senate,Meurthe-et-Moselle,1920-1936,Parlementaires et financiers,Usines de chaux hydraulique de Xeuilly,Empire (transversal),,Documents généraux (par ordre chronologique),roster_entry,roster,initials_or_forename,Louis Michel,prefix,roster
empire-parlementaires-financ-1930-159982,forgesacieriescommercy,Forges et aciéries de Commercy (ex-Grosdidier),michel-l,Louis Michel,Michel,Louis,administrateur,1930,1930,self,,,Senate,Meurthe-et-Moselle,1920-1936,Parlementaires et financiers,Forges et aciéries de Commercy,Empire (transversal),,Documents généraux (par ordre chronologique),roster_entry,roster,initials_or_forename,Louis Michel,prefix,roster
empire-parlementaires-financ-1930-159982,hautsfourneauxchiers,Hauts Fourneaux de la Chiers,michel-l,Louis Michel,Michel,Louis,administrateur,1930,1930,self,,,Senate,Meurthe-et-Moselle,1920-1936,Parlementaires et financiers,Hauts Fourneaux de la Chiers,Empire (transversal),,Documents généraux (par ordre chronologique),roster_entry,roster,initials_or_forename,Louis Michel,prefix,roster
empire-parlementaires-financ-1930-159982,nouvelleshebrides,Société française des Nouvelles-Hébrides,molinie-j,Jean Molinié,Molinié,Jean,administrateur,1930,1930,self,,,Chamber of Deputies,Aveyron,1919-1936,Parlementaires et financiers,Société française des Nouvelles-Hébrides,Empire (transversal),,Documents généraux (par ordre chronologique),roster_entry,roster,initials_or_forename,Jean Molinié,prefix_exact_length,roster
empire-parlementaires-financ-1930-159982,marocaineetsjjcarnaudforgesbasseindre,Société marocaine des Éts J.-J. Carnaud et Forges de Basse-Indre,montaigu-h,Hubert Montaigu,Montaigu,Hubert,administrateur,1930,1930,self,,,Chamber of Deputies,Loire-Inférieure,"1910-1919, 1928-1942",Parlementaires et financiers,Établissements Carnaud et Forges de Basse-Indre,Empire (transversal),,Documents généraux (par ordre chronologique),roster_entry,roster,initials_or_forename,Hubert Montaigu,prefix,roster
empire-parlementaires-financ-1930-159982,comptoirminesgrandstravauxmaroc,Comptoir des mines et des grands travaux du Maroc,monti-de-reze-h,Henri Monti de Rézé,Monti de Rézé,Henri,administrateur,1930,1930,self,,,Chamber of Deputies,Mayenne,"1906-1910, 1914-1924",Parlementaires et financiers,Comptoir des mines et grands travaux au Maroc,Empire (transversal),,Documents généraux (par ordre chronologique),roster_entry,roster,initials_or_forename,Henri Monti de Rézé,prefix,roster
empire-parlementaires-financ-1930-159982,banquedupont,Banque L. Dupont et Compagnie,nicolle-l,Louis Nicolle,Nicolle,Louis,administrateur,1930,1930,self,,,Chamber of Deputies,Nord,1924-1936,Parlementaires et financiers,Banque L. Dupont et Cie,Empire (transversal),,Documents généraux (par ordre chronologique),roster_entry,roster,initials_or_forename,Louis Nicolle,prefix,roster
empire-parlementaires-financ-1930-159982,cambodge,Compagnie du Cambodge,outrey-e,Ernest Outrey,Outrey,Ernest,administrateur,1930,1930,self,,,Chamber of Deputies,Cochinchine,1914-1936,Parlementaires et financiers,Société du Cambodge [?],Empire (transversal),,Documents généraux (par ordre chronologique),roster_entry,roster,initials_or_forename,Ernest Outrey,exact_single_token,roster
empire-parlementaires-financ-1930-159982,transportsafriqueoccidentale,Société des Transports de l'Afrique occidentale,pate-h,Henry Paté,Paté,Henry,administrateur,1930,1930,self,,,Chamber of Deputies,Seine,1910-1936,Parlementaires et financiers,Société de transports de l'Afrique occidentale*,Empire (transversal),,Documents généraux (par ordre chronologique),roster_entry,roster,initials_or_forename,Henry Paté,prefix_exact_length,roster
